locationID,brandID,storeID,latitude,longitude,storeName,address,suburb,postcode,state,phone,distance,fax,locationFeatures,openingHours,operationalInfo,openingHoursExceptions,isOpen,openingDate,closingDate,cncEnabled,cncStore
34256186,3,8670,-27.501606,152.996858,Ironside,28 Hawken Drive,St Lucia,4067,QLD,(07) 3734 0882,2.23,,,"{'mondayOpen': '10:00', 'mondayClose': '20:00', 'tuesdayOpen': '10:00', 'tuesdayClose': '20:00', 'wednesdayOpen': '10:00', 'wednesdayClose': '20:00', 'thursdayOpen': '10:00', 'thursdayClose': '20:00', 'fridayOpen': '10:00', 'fridayClose': '21:00', 'saturdayOpen': '10:00', 'saturdayClose': '21:00', 'sundayOpen': '10:00', 'sundayClose': '20:00'}","{'storeManager': 'IAN SPLATT', 'areaRegion': 'QLD1CB', 'areaRegionMgr': 'Matthue Woods', 'regionZone': 'QLD', 'regionZoneMgr': 'Mat Davey'}",[],True,,,True,True
34256089,3,6080,-27.559021,152.950912,Darra,"Shop 9a, 166 Monier Road",Darra,4076,QLD,(07) 3726 9611,9.648,,,"{'mondayOpen': '09:00', 'mondayClose': '21:00', 'tuesdayOpen': '09:00', 'tuesdayClose': '21:00', 'wednesdayOpen': '09:00', 'wednesdayClose': '21:00', 'thursdayOpen': '09:00', 'thursdayClose': '21:00', 'fridayOpen': '09:00', 'fridayClose': '21:00', 'saturdayOpen': '09:00', 'saturdayClose': '21:00', 'sundayOpen': '09:00', 'sundayClose': '18:00'}","{'storeManager': 'JOHN NORRIS', 'areaRegion': 'QNS6', 'areaRegionMgr': 'Ian Haines', 'regionZone': 'QNS', 'regionZoneMgr': 'Adam Hill'}",[],True,,,True,True
34256345,3,6684,-27.501911,153.102592,Carindale Westfield,1151 Creek Road,Carindale,4152,QLD,(07) 3308 6180,8.727,,,"{'mondayOpen': '09:00', 'mondayClose': '21:00', 'tuesdayOpen': '09:00', 'tuesdayClose': '21:00', 'wednesdayOpen': '09:00', 'wednesdayClose': '21:00', 'thursdayOpen': '09:00', 'thursdayClose': '22:00', 'fridayOpen': '09:00', 'fridayClose': '21:00', 'saturdayOpen': '09:00', 'saturdayClose': '21:00', 'sundayOpen': '09:00', 'sundayClose': '18:00'}","{'storeManager': 'TIMOTHY SCHULTZ', 'areaRegion': 'QLD1CB', 'areaRegionMgr': 'Matthue Woods', 'regionZone': 'QLD', 'regionZoneMgr': 'Mat Davey'}",[],True,,,True,True
34256325,3,6638,-27.60752,153.110493,Kuraby,21 Kingston Road,Underwood,4119,QLD,(07) 3726 9614,16.654,,,"{'mondayOpen': '10:00', 'mondayClose': '19:00', 'tuesdayOpen': '10:00', 'tuesdayClose': '19:00', 'wednesdayOpen': '10:00', 'wednesdayClose': '19:00', 'thursdayOpen': '10:00', 'thursdayClose': '20:00', 'fridayOpen': '10:00', 'fridayClose': '20:00', 'saturdayOpen': '10:00', 'saturdayClose': '20:00', 'sundayOpen': '10:00', 'sundayClose': '19:00'}","{'storeManager': 'SARAH MADDEN', 'areaRegion': 'QNS7', 'areaRegionMgr': 'Ben Harris', 'regionZone': 'QNS', 'regionZoneMgr': 'Adam Hill'}",[],True,,,True,True
34256171,3,6123,-27.596542,153.124738,Rochedale Cellars,549-563 Underwood Road,Rochedale,4123,QLD,(07) 3726 9603,16.385,,,"{'mondayOpen': '09:00', 'mondayClose': '20:00', 'tuesdayOpen': '09:00', 'tuesdayClose': '20:00', 'wednesdayOpen': '09:00', 'wednesdayClose': '20:00', 'thursdayOpen': '09:00', 'thursdayClose': '21:00', 'fridayOpen': '09:00', 'fridayClose': '21:00', 'saturdayOpen': '09:00', 'saturdayClose': '21:00', 'sundayOpen': '09:00', 'sundayClose': '19:00'}","{'storeManager': 'ROBERT ALI', 'areaRegion': 'QNS7', 'areaRegionMgr': 'Ben Harris', 'regionZone': 'QNS', 'regionZoneMgr': 'Adam Hill'}",[],True,,,True,True
34256009,3,5468,-27.486253,153.006413,West End,168 Hardgrave Road,West End,4101,QLD,(07) 3734 0891,19.265,,,"{'mondayOpen': '10:00', 'mondayClose': '20:00', 'tuesdayOpen': '10:00', 'tuesdayClose': '20:00', 'wednesdayOpen': '10:00', 'wednesdayClose': '20:00', 'thursdayOpen': '10:00', 'thursdayClose': '20:00', 'fridayOpen': '10:00', 'fridayClose': '22:00', 'saturdayOpen': '10:00', 'saturdayClose': '22:00', 'sundayOpen': '10:00', 'sundayClose': '20:00'}","{'storeManager': 'TRACI LEA HAMPSTEAD', 'areaRegion': 'QLD1CB', 'areaRegionMgr': 'Matthue Woods', 'regionZone': 'QLD', 'regionZoneMgr': 'Mat Davey'}",[],True,,,True,True
34256185,3,8669,-27.549647,152.93894,Mt Ommaney Centre,171 Dandenong Road,Mount Ommaney,4074,QLD,(07) 3725 7280,9.305,,,"{'mondayOpen': '09:00', 'mondayClose': '20:00', 'tuesdayOpen': '09:00', 'tuesdayClose': '20:00', 'wednesdayOpen': '09:00', 'wednesdayClose': '20:00', 'thursdayOpen': '09:00', 'thursdayClose': '21:00', 'fridayOpen': '09:00', 'fridayClose': '21:00', 'saturdayOpen': '09:00', 'saturdayClose': '19:00', 'sundayOpen': '09:00', 'sundayClose': '18:00'}","{'storeManager': 'SHELBY COOK', 'areaRegion': 'QLD8', 'areaRegionMgr': 'Konrad Kolmet (Secondment)', 'regionZone': 'QLD', 'regionZoneMgr': 'Mat Davey'}",[],True,,,True,True
34256323,3,6629,-27.49839,152.972979,Indooroopilly,Moggill Road,Indooroopilly,4068,QLD,(07) 3720 3480,3.167,,,"{'mondayOpen': '09:00', 'mondayClose': '21:00', 'tuesdayOpen': '09:00', 'tuesdayClose': '21:00', 'wednesdayOpen': '09:00', 'wednesdayClose': '21:00', 'thursdayOpen': '09:00', 'thursdayClose': '22:00', 'fridayOpen': '09:00', 'fridayClose': '21:00', 'saturdayOpen': '09:00', 'saturdayClose': '21:00', 'sundayOpen': '09:00', 'sundayClose': '18:00'}","{'storeManager': 'EMILY NANCARROW', 'areaRegion': 'QLD1CB', 'areaRegionMgr': 'Matthue Woods', 'regionZone': 'QLD', 'regionZoneMgr': 'Mat Davey'}",[],True,,,True,True
34256173,3,6127,-27.501652,153.116217,Carindale,42 Scrub Road,Carindale,4152,QLD,(07) 3734 0842,9.85,,,"{'mondayOpen': '10:00', 'mondayClose': '20:00', 'tuesdayOpen': '10:00', 'tuesdayClose': '20:00', 'wednesdayOpen': '10:00', 'wednesdayClose': '20:00', 'thursdayOpen': '10:00', 'thursdayClose': '20:00', 'fridayOpen': '10:00', 'fridayClose': '21:00', 'saturdayOpen': '10:00', 'saturdayClose': '21:00', 'sundayOpen': '10:00', 'sundayClose': '19:00'}","{'storeManager': 'ALBERT WESSLING', 'areaRegion': 'QNS7', 'areaRegionMgr': 'Ben Harris', 'regionZone': 'QNS', 'regionZoneMgr': 'Adam Hill'}",[],True,,,True,True
34256043,3,2488,-27.485028,152.992567,Toowong,9 Sherwood Road,Toowong,4066,QLD,(07) 3734 0886,18.999,,,"{'mondayOpen': '10:00', 'mondayClose': '20:00', 'tuesdayOpen': '10:00', 'tuesdayClose': '20:00', 'wednesdayOpen': '10:00', 'wednesdayClose': '20:00', 'thursdayOpen': '09:00', 'thursdayClose': '21:00', 'fridayOpen': '09:00', 'fridayClose': '21:00', 'saturdayOpen': '09:00', 'saturdayClose': '21:00', 'sundayOpen': '09:00', 'sundayClose': '18:00'}","{'storeManager': 'LUKE SMART', 'areaRegion': 'QLD1CB', 'areaRegionMgr': 'Matthue Woods', 'regionZone': 'QLD', 'regionZoneMgr': 'Mat Davey'}",[],True,,,True,True
34256330,3,6648,-27.611762,153.124447,Springwood,17-25 Cinderalla Road,Springwood,4127,QLD,(07) 3726 9681,17.716,,,"{'mondayOpen': '09:00', 'mondayClose': '20:00', 'tuesdayOpen': '09:00', 'tuesdayClose': '20:00', 'wednesdayOpen': '09:00', 'wednesdayClose': '20:00', 'thursdayOpen': '09:00', 'thursdayClose': '20:00', 'fridayOpen': '09:00', 'fridayClose': '20:00', 'saturdayOpen': '09:00', 'saturdayClose': '20:00', 'sundayOpen': '09:00', 'sundayClose': '18:00'}","{'storeManager': 'SHARON OLSON', 'areaRegion': 'QNS7', 'areaRegionMgr': 'Ben Harris', 'regionZone': 'QNS', 'regionZoneMgr': 'Adam Hill'}",[],True,,,True,True
34256352,3,6723,-27.506585,152.948397,Kenmore Plaza Cellars,841 Moggill Road,Kenmore,4069,QLD,(07) 3726 9609,5.428,,,"{'mondayOpen': '09:00', 'mondayClose': '20:00', 'tuesdayOpen': '09:00', 'tuesdayClose': '20:00', 'wednesdayOpen': '09:00', 'wednesdayClose': '20:00', 'thursdayOpen': '09:00', 'thursdayClose': '21:00', 'fridayOpen': '09:00', 'fridayClose': '21:00', 'saturdayOpen': '09:00', 'saturdayClose': '21:00', 'sundayOpen': '10:00', 'sundayClose': '19:00'}","{'storeManager': 'MEGAN ADSETT', 'areaRegion': 'QLD1CB', 'areaRegionMgr': 'Matthue Woods', 'regionZone': 'QLD', 'regionZoneMgr': 'Mat Davey'}",[],True,,,True,True
34256412,3,6542,-27.624931,152.967925,Forest Lake,235 Forest Lake Boulevard,Forest Lake,4078,QLD,(07) 3714 2580,16.158,,,"{'mondayOpen': '09:00', 'mondayClose': '20:00', 'tuesdayOpen': '09:00', 'tuesdayClose': '20:00', 'wednesdayOpen': '09:00', 'wednesdayClose': '20:00', 'thursdayOpen': '09:00', 'thursdayClose': '21:00', 'fridayOpen': '09:00', 'fridayClose': '21:00', 'saturdayOpen': '09:00', 'saturdayClose': '20:00', 'sundayOpen': '09:00', 'sundayClose': '18:00'}","{'storeManager': 'BRENDAN DIETRICH', 'areaRegion': 'QLD8', 'areaRegionMgr': 'Konrad Kolmet (Secondment)', 'regionZone': 'QLD', 'regionZoneMgr': 'Mat Davey'}",[],True,,,True,True
34256354,3,7008,-27.469152,153.024554,Adelaide Street,79 Adelaide Street,Brisbane,4000,QLD,(07) 2890 1680,17.693,,,"{'mondayOpen': '09:00', 'mondayClose': '21:00', 'tuesdayOpen': '09:00', 'tuesdayClose': '21:00', 'wednesdayOpen': '09:00', 'wednesdayClose': '21:00', 'thursdayOpen': '09:00', 'thursdayClose': '21:00', 'fridayOpen': '09:00', 'fridayClose': '21:00', 'saturdayOpen': '09:00', 'saturdayClose': '21:00', 'sundayOpen': '10:00', 'sundayClose': '18:00'}","{'storeManager': 'LACHLAN RAFF', 'areaRegion': 'QLD1CB', 'areaRegionMgr': 'Matthue Woods', 'regionZone': 'QLD', 'regionZoneMgr': 'Mat Davey'}",[],True,,,True,True
34256078,3,6014,-27.555187,152.922543,Middle Park,Corner Riverhills Road And Horizon Road,Middle Park,4074,QLD,(07) 3723 3880,10.657,,,"{'mondayOpen': '09:00', 'mondayClose': '20:00', 'tuesdayOpen': '09:00', 'tuesdayClose': '20:00', 'wednesdayOpen': '09:00', 'wednesdayClose': '20:00', 'thursdayOpen': '09:00', 'thursdayClose': '20:00', 'fridayOpen': '09:00', 'fridayClose': '21:00', 'saturdayOpen': '09:00', 'saturdayClose': '21:00', 'sundayOpen': '10:00', 'sundayClose': '19:00'}","{'storeManager': 'JOANNE GRANT', 'areaRegion': 'QLD8', 'areaRegionMgr': 'Konrad Kolmet (Secondment)', 'regionZone': 'QLD', 'regionZoneMgr': 'Mat Davey'}",[],True,,,True,True
34256088,3,6079,-27.468931,153.002931,Milton Village,12-36 Baroona Road,Milton,4064,QLD,(07) 3726 9657,17.316,,,"{'mondayOpen': '10:00', 'mondayClose': '21:00', 'tuesdayOpen': '10:00', 'tuesdayClose': '21:00', 'wednesdayOpen': '10:00', 'wednesdayClose': '21:00', 'thursdayOpen': '10:00', 'thursdayClose': '21:00', 'fridayOpen': '10:00', 'fridayClose': '22:00', 'saturdayOpen': '10:00', 'saturdayClose': '22:00', 'sundayOpen': '10:00', 'sundayClose': '21:00'}","{'storeManager': 'TY JAQUES', 'areaRegion': 'QLD2CB', 'areaRegionMgr': 'Kellianne Doyle', 'regionZone': 'QLD', 'regionZoneMgr': 'Mat Davey'}",[],True,,,True,True
34256353,3,6726,-27.506207,152.939,Kenmore Village,9 Brookfield Road,Brookfield,4069,QLD,(07) 3726 9621,6.117,,,"{'mondayOpen': '09:00', 'mondayClose': '20:00', 'tuesdayOpen': '09:00', 'tuesdayClose': '20:00', 'wednesdayOpen': '09:00', 'wednesdayClose': '20:00', 'thursdayOpen': '09:00', 'thursdayClose': '21:00', 'fridayOpen': '09:00', 'fridayClose': '21:00', 'saturdayOpen': '09:00', 'saturdayClose': '20:00', 'sundayOpen': '09:00', 'sundayClose': '18:00'}","{'storeManager': '', 'areaRegion': 'QLD1CB', 'areaRegionMgr': 'Matthue Woods', 'regionZone': 'QLD', 'regionZoneMgr': 'Mat Davey'}",[],True,,,True,True
34256350,3,6691,-27.471362,153.097965,Cannon Hill,Corner Creek Road And Wynnum Road,Cannon Hill,4170,QLD,(07) 3734 0864,8.144,,,"{'mondayOpen': '09:00', 'mondayClose': '20:00', 'tuesdayOpen': '09:00', 'tuesdayClose': '20:00', 'wednesdayOpen': '09:00', 'wednesdayClose': '20:00', 'thursdayOpen': '09:00', 'thursdayClose': '21:00', 'fridayOpen': '09:00', 'fridayClose': '21:00', 'saturdayOpen': '09:00', 'saturdayClose': '21:00', 'sundayOpen': '09:00', 'sundayClose': '18:00'}","{'storeManager': 'PHELAN HOLMES', 'areaRegion': 'QLD1CB', 'areaRegionMgr': 'Matthue Woods', 'regionZone': 'QLD', 'regionZoneMgr': 'Mat Davey'}",[],True,,,True,True
34256413,3,6543,-27.465241,153.079213,Morningside,38 Junction Road,Morningside,4170,QLD,(07) 3734 0883,18.968,,,"{'mondayOpen': '09:00', 'mondayClose': '21:00', 'tuesdayOpen': '09:00', 'tuesdayClose': '21:00', 'wednesdayOpen': '09:00', 'wednesdayClose': '21:00', 'thursdayOpen': '09:00', 'thursdayClose': '21:00', 'fridayOpen': '09:00', 'fridayClose': '21:00', 'saturdayOpen': '09:00', 'saturdayClose': '20:00', 'sundayOpen': '10:00', 'sundayClose': '18:00'}","{'storeManager': 'DEVANGKUMAR PATEL', 'areaRegion': 'QLD1CB', 'areaRegionMgr': 'Matthue Woods', 'regionZone': 'QLD', 'regionZoneMgr': 'Mat Davey'}",[],True,,,True,True
34256239,3,6209,-27.642843,153.117515,Logan City Centre,Corner Kingston Road And Wembley Road,Woodridge,4114,QLD,(07) 3734 0848,18.95,,,"{'mondayOpen': '09:00', 'mondayClose': '20:00', 'tuesdayOpen': '09:00', 'tuesdayClose': '20:00', 'wednesdayOpen': '09:00', 'wednesdayClose': '20:00', 'thursdayOpen': '09:00', 'thursdayClose': '20:00', 'fridayOpen': '09:00', 'fridayClose': '21:00', 'saturdayOpen': '09:00', 'saturdayClose': '21:00', 'sundayOpen': '09:00', 'sundayClose': '18:00'}","{'storeManager': 'TERRY WARE', 'areaRegion': 'QNS6', 'areaRegionMgr': 'Ian Haines', 'regionZone': 'QNS', 'regionZoneMgr': 'Adam Hill'}",[],True,,,True,True
34256336,3,6664,-27.458331,152.995581,Paddington,147 Latrobe Terrace,Paddington,4064,QLD,(07) 3734 0862,16.068,,,"{'mondayOpen': '10:00', 'mondayClose': '21:00', 'tuesdayOpen': '10:00', 'tuesdayClose': '21:00', 'wednesdayOpen': '10:00', 'wednesdayClose': '21:00', 'thursdayOpen': '10:00', 'thursdayClose': '21:00', 'fridayOpen': '10:00', 'fridayClose': '21:00', 'saturdayOpen': '10:00', 'saturdayClose': '21:00', 'sundayOpen': '10:00', 'sundayClose': '21:00'}","{'storeManager': 'MICHAEL EXLEY', 'areaRegion': 'QLD2CB', 'areaRegionMgr': 'Kellianne Doyle', 'regionZone': 'QLD', 'regionZoneMgr': 'Mat Davey'}",[],True,,,True,True
34256241,3,6222,-27.455153,153.006767,Red Hill,152 Musgrave Road,Red Hill,4059,QLD,(07) 3734 0849,15.854,,,"{'mondayOpen': '11:00', 'mondayClose': '20:00', 'tuesdayOpen': '11:00', 'tuesdayClose': '20:00', 'wednesdayOpen': '11:00', 'wednesdayClose': '20:00', 'thursdayOpen': '11:00', 'thursdayClose': '21:00', 'fridayOpen': '10:00', 'fridayClose': '21:00', 'saturdayOpen': '10:00', 'saturdayClose': '21:00', 'sundayOpen': '11:00', 'sundayClose': '20:00'}","{'storeManager': 'DONNA GRAHAM', 'areaRegion': 'QLD2CB', 'areaRegionMgr': 'Kellianne Doyle', 'regionZone': 'QLD', 'regionZoneMgr': 'Mat Davey'}",[],True,,,True,True
34256227,3,6146,-27.437231,153.023113,Windsor (qld),142 Newmarket Road,Windsor,4030,QLD,(07) 3734 0844,14.237,,,"{'mondayOpen': '09:00', 'mondayClose': '20:00', 'tuesdayOpen': '09:00', 'tuesdayClose': '20:00', 'wednesdayOpen': '09:00', 'wednesdayClose': '21:00', 'thursdayOpen': '09:00', 'thursdayClose': '21:00', 'fridayOpen': '09:00', 'fridayClose': '21:00', 'saturdayOpen': '09:00', 'saturdayClose': '21:00', 'sundayOpen': '10:00', 'sundayClose': '20:00'}","{'storeManager': 'TIMOTHY HALES', 'areaRegion': 'QLD2CB', 'areaRegionMgr': 'Kellianne Doyle', 'regionZone': 'QLD', 'regionZoneMgr': 'Mat Davey'}",[],True,,,True,True
34256184,3,8644,-27.644038,153.153677,Daisy Hill Liquor King,4-14 Alamanda Drive,Daisy Hill,4127,QLD,(07) 3726 9692,19.582,,,"{'mondayOpen': '10:00', 'mondayClose': '19:00', 'tuesdayOpen': '10:00', 'tuesdayClose': '19:00', 'wednesdayOpen': '10:00', 'wednesdayClose': '19:00', 'thursdayOpen': '10:00', 'thursdayClose': '19:00', 'fridayOpen': '10:00', 'fridayClose': '20:00', 'saturdayOpen': '10:00', 'saturdayClose': '20:00', 'sundayOpen': '10:00', 'sundayClose': '16:00'}","{'storeManager': 'BIANCAH STRONG', 'areaRegion': 'QNS6', 'areaRegionMgr': 'Ian Haines', 'regionZone': 'QNS', 'regionZoneMgr': 'Adam Hill'}",[],True,,,True,True
